Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Bangladesh,BGD,1997,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,13710476215.1
Bangladesh,BGD,1996,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,14489520831.9
Bangladesh,BGD,1995,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,14914016246.4
Bangladesh,BGD,1994,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,14626859288.4
Bangladesh,BGD,1993,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,13290060170.6
Bangladesh,BGD,1992,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,12462815387.6
Bangladesh,BGD,1991,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,12052093948.3
Bangladesh,BGD,1990,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,11510306592.7
Bangladesh,BGD,1989,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,9914962123.9
Bangladesh,BGD,1988,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,9386544711.8
Bangladesh,BGD,1987,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,8823135432.2
Bangladesh,BGD,1986,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,7249992405
Bangladesh,BGD,1985,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,5875143938.6
Bangladesh,BGD,1984,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,4946492994.7
Bangladesh,BGD,1983,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,4610914302.9
Bangladesh,BGD,1982,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,4183903175.6
Bangladesh,BGD,1981,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,3516928364
Bangladesh,BGD,1980,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,3166017459.9
Bangladesh,BGD,1979,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2511352006.3
Bangladesh,BGD,1978,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2448475243.5
Bangladesh,BGD,1977,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2050904857
Bangladesh,BGD,1976,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,1715457427.3
Bangladesh,BGD,1975,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,1476222179.8
Bangladesh,BGD,1974,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,1092747747.5
Bangladesh,BGD,1973,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,421896516.2
Bangladesh,BGD,1972,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,78648255
Bangladesh,BGD,2024,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,9292928000
Bangladesh,BGD,2023,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,9153010000
Bangladesh,BGD,2022,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,7892419000
Bangladesh,BGD,2021,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,7614890000
Bangladesh,BGD,2020,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,5625101000
Bangladesh,BGD,2019,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,4900650000
Bangladesh,BGD,2018,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,5237873000
Bangladesh,BGD,2017,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3395368000
Bangladesh,BGD,2016,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3092904000
Bangladesh,BGD,2015,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3357630000
Bangladesh,BGD,2014,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3108674000
Bangladesh,BGD,2013,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2190812000
Bangladesh,BGD,2012,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1789150000
Bangladesh,BGD,2011,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1454000000
Bangladesh,BGD,2010,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1075960000
Bangladesh,BGD,2009,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,785160000
Bangladesh,BGD,2008,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,421660000
Bangladesh,BGD,2007,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,145400000
Bangladesh,BGD,2024,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,77581679615.2
Bangladesh,BGD,2023,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,74054538879
Bangladesh,BGD,2022,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,67541257286.6
Bangladesh,BGD,2021,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,62473497623.7
Bangladesh,BGD,2020,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,54830387715.7
Bangladesh,BGD,2019,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,46416580489.2
Bangladesh,BGD,2018,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,41321842241.5
Bangladesh,BGD,2017,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,35282720722.6
Bangladesh,BGD,2016,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,29095257693.1
Bangladesh,BGD,2015,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,27169735482.9
Bangladesh,BGD,2014,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,26541000314.4
Bangladesh,BGD,2013,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,25034676366.2
Bangladesh,BGD,2012,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,24196786408.2
Bangladesh,BGD,2011,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,22217936348.9
Bangladesh,BGD,2010,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,21145542685.2
Bangladesh,BGD,2009,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,21184650224.6
Bangladesh,BGD,2008,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,20273562501.9
Bangladesh,BGD,2007,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,19433498590.1
Bangladesh,BGD,2006,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,18435555272.7
Bangladesh,BGD,2005,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,17438901410
Bangladesh,BGD,2004,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,18698272322.6
Bangladesh,BGD,2003,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,17679803154
Bangladesh,BGD,2002,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,15980821849.9
Bangladesh,BGD,2001,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,14410233960.6
Bangladesh,BGD,2000,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,14989457889.5
Bangladesh,BGD,1999,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,15812878155.3
Bangladesh,BGD,1998,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,14936065155.5
Bangladesh,BGD,1997,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,13710476215.1
Bangladesh,BGD,1996,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,14489520831.9
Bangladesh,BGD,1995,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,14914016246.4
Bangladesh,BGD,1994,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,14626859288.4
Bangladesh,BGD,1993,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,13290060170.6
Bangladesh,BGD,1992,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,12462815387.6
Bangladesh,BGD,1991,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,12052093948.3
Bangladesh,BGD,1990,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,11510306592.7
Bangladesh,BGD,1989,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,9914962123.9
Bangladesh,BGD,1988,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,9386544711.8
Bangladesh,BGD,1987,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,8823135432.2
Bangladesh,BGD,1986,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,7249992405
Bangladesh,BGD,1985,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,5875143938.6
Bangladesh,BGD,1984,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,4946492994.7
Bangladesh,BGD,1983,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,4610914302.9
Bangladesh,BGD,1982,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,4183903175.6
Bangladesh,BGD,1981,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,3516928364
Bangladesh,BGD,1980,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,3166017459.9
Bangladesh,BGD,1979,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2511352006.3
Bangladesh,BGD,1978,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2448475243.5
Bangladesh,BGD,1977,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2050904857
Bangladesh,BGD,1976,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,1715457427.3
Bangladesh,BGD,1975,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,1476222179.8
Bangladesh,BGD,1974,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,1092747747.5
Bangladesh,BGD,1973,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,421896516.2
Bangladesh,BGD,1972,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,78648255
Bangladesh,BGD,2024,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,12945219000
Bangladesh,BGD,2023,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,14231110000
Bangladesh,BGD,2022,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,18530070000
Bangladesh,BGD,2021,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,18088196000
Bangladesh,BGD,2020,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,10986456000
Bangladesh,BGD,2019,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,9737331000
Bangladesh,BGD,2018,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,9029402000
Bangladesh,BGD,2017,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,10764940000
Bangladesh,BGD,2016,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,7834619000
Bangladesh,BGD,2015,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,6630821000
Bangladesh,BGD,2014,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,4151019894.8
Bangladesh,BGD,2013,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3732779938.7
Bangladesh,BGD,2012,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1957166190.7
Bangladesh,BGD,2011,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2103336253.1
Bangladesh,BGD,2010,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2947346678
Bangladesh,BGD,2009,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1933321570.7
Bangladesh,BGD,2008,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1893535805.6
Bangladesh,BGD,2007,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1369670044.5
Bangladesh,BGD,2006,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1178000000
Bangladesh,BGD,2005,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,688428094
Bangladesh,BGD,2004,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,712000000
Bangladesh,BGD,2003,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,617000000
Bangladesh,BGD,2002,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,572094000
Bangladesh,BGD,2001,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,360743000
Bangladesh,BGD,2000,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,334000000
Bangladesh,BGD,1999,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,254290000
Bangladesh,BGD,1998,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,149720000
Bangladesh,BGD,1997,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,175000000
Bangladesh,BGD,1996,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,163065470
Bangladesh,BGD,1995,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,199198149.8
Bangladesh,BGD,1994,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,194536652.7
Bangladesh,BGD,1993,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,152837980.2
Bangladesh,BGD,1992,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,232693084.2
Bangladesh,BGD,1991,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,218572710.1
Bangladesh,BGD,1990,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,155934434.8
Bangladesh,BGD,1989,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,67532000.2
Bangladesh,BGD,1988,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,49794094
Bangladesh,BGD,1987,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,74033369
Bangladesh,BGD,1986,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,125060454.5
Bangladesh,BGD,1985,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,135053446.5
Bangladesh,BGD,1984,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,133040477.5
Bangladesh,BGD,1983,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,170044968.6
Bangladesh,BGD,1982,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,209043591.5
Bangladesh,BGD,1981,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,228043884
Bangladesh,BGD,1980,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,212042930
Bangladesh,BGD,1979,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,111149808
Bangladesh,BGD,1978,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,72401604.2
Bangladesh,BGD,1977,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,27045602.3
Bangladesh,BGD,1976,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3212769.1
Bangladesh,BGD,1975,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2024818.7
Bangladesh,BGD,1974,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,46012.9
Bangladesh,BGD,1973,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,530584.1
Bangladesh,BGD,1972,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,0
Bangladesh,BGD,2024,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,60.5063921223066
Bangladesh,BGD,2023,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,65.1020097098607
Bangladesh,BGD,2022,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,54.9084627840037
Bangladesh,BGD,2021,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,39.181170534071
Bangladesh,BGD,2020,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,25.4482612629415
Bangladesh,BGD,2019,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,29.7805609621039
Bangladesh,BGD,2018,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,28.1918753062821
Bangladesh,BGD,2017,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,32.2000075031038
Bangladesh,BGD,2016,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,24.2679289532404
Bangladesh,BGD,2015,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,24.1181471450898
Bangladesh,BGD,2014,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,18.597935771994
Bangladesh,BGD,2013,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,20.6371300248084
Bangladesh,BGD,2012,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,15.3452357881472
Bangladesh,BGD,2011,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,22.9252713488665
Bangladesh,BGD,2010,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,26.3748712919095
Bangladesh,BGD,2009,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,18.6947093615943
Bangladesh,BGD,2008,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,32.7184952288245
Bangladesh,BGD,2007,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,25.9531107846108
Bangladesh,BGD,2006,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,30.3830370971055
Bangladesh,BGD,2005,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,24.3690941155635
Bangladesh,BGD,2004,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,22.0997244095585
Bangladesh,BGD,2003,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,23.5081317971811
Bangladesh,BGD,2002,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,33.2277655518
Bangladesh,BGD,2001,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,27.6297888174341
Bangladesh,BGD,2000,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,22.034734102745
Bangladesh,BGD,1999,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,15.5588437370262
Bangladesh,BGD,1998,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,7.73438487382395
Bangladesh,BGD,1997,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,10.8643231002443
Bangladesh,BGD,1996,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,8.72250564800018
Bangladesh,BGD,1995,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,8.38314232673738
Bangladesh,BGD,1994,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,6.12752304109863
Bangladesh,BGD,1993,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,6.24702663475957
Bangladesh,BGD,1992,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,12.5543829691012
Bangladesh,BGD,1991,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,16.7111536928936
Bangladesh,BGD,1990,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,23.6419903856019
Bangladesh,BGD,1989,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,12.6916887517285
Bangladesh,BGD,1988,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,4.62551765916358
Bangladesh,BGD,1987,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,8.448872261985
Bangladesh,BGD,1986,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,28.758869633061
Bangladesh,BGD,1985,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,37.9152157990304
Bangladesh,BGD,1984,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,32.6011016468179
Bangladesh,BGD,1983,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,31.1505443777594
Bangladesh,BGD,1982,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,100.246806450879
Bangladesh,BGD,1981,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,142.81068762069
Bangladesh,BGD,1980,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,64.0255922427469
Bangladesh,BGD,1979,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,26.8707828470387
Bangladesh,BGD,1978,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,22.5364485655619
Bangladesh,BGD,1977,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,11.199069974815
Bangladesh,BGD,1976,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,1.1120037675104
Bangladesh,BGD,1975,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,1.36569145117393
Bangladesh,BGD,1974,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,0.0332944283646889
Bangladesh,BGD,1973,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,0.370530313768331
Bangladesh,BGD,1972,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,0
Bangladesh,BGD,2024,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,24.4370453911863
Bangladesh,BGD,2023,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,29.3267089471861
Bangladesh,BGD,2022,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,32.3825080634059
Bangladesh,BGD,2021,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,36.4491197080635
Bangladesh,BGD,2020,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,28.3934812756823
Bangladesh,BGD,2019,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,21.5698098165752
Bangladesh,BGD,2018,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,20.2824807275557
Bangladesh,BGD,2017,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,27.4046539524313
Bangladesh,BGD,2016,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,20.750218750399
Bangladesh,BGD,2015,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,18.88694814344
Bangladesh,BGD,2014,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,12.5263823726399
Bangladesh,BGD,2013,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,11.7502982732235
Bangladesh,BGD,2012,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,7.04827027337889
Bangladesh,BGD,2011,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,7.74768613279913
Bangladesh,BGD,2010,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,13.5422538677393
Bangladesh,BGD,2009,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,11.3174313285015
Bangladesh,BGD,2008,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,10.7055673900091
Bangladesh,BGD,2007,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,9.55512983653575
Bangladesh,BGD,2006,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,9.0164943225022
Bangladesh,BGD,2005,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,6.4531861984002
Bangladesh,BGD,2004,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,7.7223553116114
Bangladesh,BGD,2003,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,7.72717912207769
Bangladesh,BGD,2002,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,8.24131253127624
Bangladesh,BGD,2001,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,5.21790265967549
Bangladesh,BGD,2000,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,4.5799779255932
Bangladesh,BGD,1999,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,4.0170355250081
Bangladesh,BGD,1998,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,2.51341972624855
Bangladesh,BGD,1997,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,3.11730765055185
Bangladesh,BGD,1996,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,3.43765664848327
